Index,ID,Name,Type
2297,MG_356_MONOMER,"choline/ethanolamine kinase, putative",folded
2298,MG_357_MONOMER,acetate kinase,folded
2299,MG_358_MONOMER,Holliday junction DNA helicase,folded
2300,MG_359_MONOMER,Holliday junction DNA helicase RuvB,folded
2301,MG_360_MONOMER,ImpB/MucB/SamB family protein,folded
2302,MG_361_MONOMER,ribosomal protein L10,folded
2303,MG_362_MONOMER,ribosomal protein L7/L12,folded
2304,MG_363_MONOMER,ribosomal protein L32,folded
2305,MG_522_MONOMER,ribosomal protein S20,folded
2306,MG_364_MONOMER,Replication initiation/membrane attachment protein,folded
2307,MG_365_MONOMER,methionyl-tRNA formyltransferase,folded
2308,MG_366_MONOMER,,folded
2309,MG_367_MONOMER,ribonuclease III,folded
2310,MG_368_MONOMER,fatty acid/phospholipid synthesis protein PlsX,folded
2311,MG_369_MONOMER,DAK2 phosphatase domain protein,folded
2312,MG_370_MONOMER,"23S rRNA pseudouridine synthase; U1911, U1915, U1917",folded
2313,MG_371_MONOMER,DHH family protein,folded
2314,MG_372_MONOMER,thiamine biosynthesis/tRNA modification protein ThiI,folded
2315,MG_373_MONOMER,,folded
2316,MG_374_MONOMER,,folded
2317,MG_375_MONOMER,threonyl-tRNA synthetase,folded
2318,MG_376_MONOMER,,folded
2319,MG_377_MONOMER,,folded
2320,MG_378_MONOMER,arginyl-tRNA synthetase,folded
2321,MG_379_MONOMER,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,folded
2322,MG_380_MONOMER,methyltransferase GidB,folded
2323,MG_381_MONOMER,,folded
2324,MG_382_MONOMER,uridine kinase,folded
2325,MG_383_MONOMER,"NH(3)-dependent NAD+ synthetase, putative",folded
2326,MG_384_MONOMER,GTPase1 Obg,folded
2327,MG_524_MONOMER,,folded
2328,MG_385_MONOMER,glycerophosphoryl diester phosphodiesterase family protein,folded
2329,MG_386_MONOMER,P200 protein,folded
2330,MG_387_MONOMER,GTP-binding protein Era,folded
2331,MG_388_MONOMER,Putative metalloprotease,folded
2332,MG_389_MONOMER,,folded
2333,MG_390_MONOMER,"toxin ABC transporter, ATP-binding/permease protein",folded
2334,MG_391_MONOMER,cytosol aminopeptidase,folded
2335,MG_392_MONOMER,chaperonin,folded
2336,MG_393_MONOMER,"chaperonin, 10 kDa",folded
2337,MG_394_MONOMER,serine hydroxymethyltransferase,folded
2338,MG_395_MONOMER,"lipoprotein, putative",folded
2339,MG_396_MONOMER,ribose 5-phosphate isomerase B,folded
2340,MG_397_MONOMER,,folded
2341,MG_398_MONOMER,"ATP synthase F1, epsilon subunit",folded
2342,MG_399_MONOMER,"ATP synthase F1, beta subunit",folded
2343,MG_400_MONOMER,"ATP synthase F1, gamma subunit",folded
2344,MG_401_MONOMER,"ATP synthase F1, alpha subunit",folded
2345,MG_402_MONOMER,"ATP synthase F1, delta subunit",folded
2346,MG_403_MONOMER,"ATP synthase F0, B subunit",folded
2347,MG_404_MONOMER,"ATP synthase F0, C subunit",folded
2348,MG_405_MONOMER,"ATP synthase F0, A subunit",folded
2349,MG_406_MONOMER,,folded
2350,MG_407_MONOMER,enolase,folded
2351,MG_408_MONOMER,methionine-S-sulfoxide reductase,folded
2352,MG_409_MONOMER,"phosphate transport system regulatory protein PhoU, putative",folded
2353,MG_410_MONOMER,"phosphate ABC transporter, ATP-binding protein",folded
2354,MG_411_MONOMER,"phosphate ABC transporter, permease protein PstA",folded
2355,MG_412_MONOMER,"phosphate ABC transporter, substrate-binding protein",folded
2356,MG_414_MONOMER,,folded
2357,MG_525_MONOMER,,folded
2358,MG_417_MONOMER,ribosomal protein S9,folded
2359,MG_418_MONOMER,ribosomal protein L13,folded
2360,MG_419_MONOMER,"DNA polymerase III, subunit gamma and tau",folded
2361,MG_421_MONOMER,"excinuclease ABC, A subunit",folded
2362,MG_422_MONOMER,,folded
2363,MG_423_MONOMER,metallo-beta-lactamase superfamily protein,folded
2364,MG_424_MONOMER,ribosomal protein S15,folded
2365,MG_425_MONOMER,ATP-dependent RNA helicase,folded
2366,MG_426_MONOMER,ribosomal protein L28,folded
2367,MG_427_MONOMER,osmotically inducible peroxidase,folded
2368,MG_428_MONOMER,"LuxR bacterial regulatory protein, putative",folded
2369,MG_429_MONOMER,"PTS system, E1",folded
2370,MG_430_MONOMER,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",folded
2371,MG_431_MONOMER,triosephosphate isomerase,folded
2372,MG_432_MONOMER,"membrane protein, putative",folded
2373,MG_433_MONOMER,translation elongation factor Ts,folded
2374,MG_434_MONOMER,uridylate kinase,folded
2375,MG_435_MONOMER,ribosome recycling factor,folded
2376,MG_437_MONOMER,phosphatidate cytidylyltransferase,folded
2377,MG_438_MONOMER,type I restriction modification DNA specificity domain protein,folded
2378,MG_439_MONOMER,"lipoprotein, putative",folded
2379,MG_440_MONOMER,"lipoprotein, putative",folded
2380,MG_441_MONOMER,,folded
2381,MG_442_MONOMER,ribosomal biogenesis GTPase,folded
2382,MG_443_MONOMER,"membrane protein, putative",folded
2383,MG_444_MONOMER,ribosomal protein L19,folded
2384,MG_445_MONOMER,tRNA (guanine-N1)-methyltransferase,folded
2385,MG_446_MONOMER,ribosomal protein S16,folded
2386,MG_447_MONOMER,multidrug efflux pump,folded
2387,MG_448_MONOMER,methionine-R-sulfoxide reductase,folded
2388,MG_449_MONOMER,"conserved hypothetical protein, authentic frameshift",folded
2389,MG_450_MONOMER,degV family protein,folded
2390,MG_451_MONOMER,translation elongation factor Tu,folded
2391,MG_452_MONOMER,"membrane protein, putative",folded
2392,MG_453_MONOMER,UTP-glucose-1-phosphate uridylyltransferase,folded
2393,MG_454_MONOMER,thiol-dependent peroxidase,folded
2394,MG_455_MONOMER,tyrosyl-tRNA synthetase,folded
2395,MG_456_MONOMER,,folded
2396,MG_457_MONOMER,ATP-dependent metalloprotease FtsH,folded
2397,MG_458_MONOMER,hypoxanthine phosphoribosyltransferase,folded
2398,MG_459_MONOMER,"putative 2-C-methyl-D-erythritol-2,4-cyclodiphosphate synthase",folded
2399,MG_460_MONOMER,L-lactate dehydrogenase/malate dehydrogenase,folded
2400,MG_461_MONOMER,HD domain protein,folded
2401,MG_462_MONOMER,glutamyl-tRNA synthetase,folded
2402,MG_463_MONOMER,dimethyladenosine transferase,folded
2403,MG_464_MONOMER,inner-membrane protein insertion factor,folded
2404,MG_465_MONOMER,ribonuclease P protein component,folded
2405,MG_466_MONOMER,ribosomal protein L34,folded
2406,MG_467_MONOMER,"salivaricin A ABC transporter, ATP-binding protein",folded
2407,MG_468_MONOMER,"salivaricin A ABC transporter, permease protein",folded
2408,MG_526_MONOMER,"salivaricin A ABC transporter, ATP-binding protein",folded
2409,MG_469_MONOMER,chromosomal replication initiator protein DnaA,folded
2410,MG_470_MONOMER,CobQ/CobB/MinD/ParA nucleotide binding domain,folded
2411,MG_001_MONOMER,"DNA polymerase III, beta subunit",mature
2412,MG_002_MONOMER,DnaJ domain protein,mature
2413,MG_003_MONOMER,"DNA gyrase, B subunit",mature
2414,MG_004_MONOMER,"DNA gyrase, A subunit",mature
2415,MG_005_MONOMER,seryl-tRNA synthetase,mature
2416,MG_006_MONOMER,thymidylate kinase,mature
2417,MG_007_MONOMER,"DNA polymerase III delta prime subunit, putative",mature
2418,MG_008_MONOMER,tRNA modification GTPase TrmE,mature
2419,MG_009_MONOMER,deoxyribonuclease,mature
2420,MG_010_MONOMER,DNA primase-related protein,mature
2421,MG_011_MONOMER,,mature
2422,MG_012_MONOMER,alpha-L-glutamate ligase,mature
2423,MG_013_MONOMER,methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase,mature
2424,MG_014_MONOMER,"multidrug ABC transporter, ATP-binding/permease protein",mature
2425,MG_015_MONOMER,"multidrug ABC transporter, ATP-binding/permease protein",mature
2426,MG_018_MONOMER,SNF2 family helicase putative,mature
2427,MG_019_MONOMER,chaperone protein DnaJ,mature
2428,MG_020_MONOMER,proline iminopeptidase,mature
2429,MG_021_MONOMER,methionyl-tRNA synthetase,mature
2430,MG_022_MONOMER,"DNA-directed RNA polymerase, delta subunit",mature
2431,MG_023_MONOMER,"fructose-1,6-bisphosphate aldolase, class II",mature
2432,MG_024_MONOMER,GTP-binding protein YchF,mature
2433,MG_025_MONOMER,Beta-glycosyl transferase,mature
2434,MG_026_MONOMER,translation elongation factor P,mature
2435,MG_027_MONOMER,transcription termination/antitermination protein NusB,mature
2436,MG_028_MONOMER,,mature
2437,MG_029_MONOMER,DJ-1/PfpI family protein,mature
2438,MG_030_MONOMER,uracil phosphoribosyltransferase,mature
2439,MG_031_MONOMER,"DNA polymerase III, alpha subunit, Gram-positive type",mature
2440,MG_032_MONOMER,,mature
2441,MG_033_MONOMER,glycerol uptake facilitator,mature
2442,MG_034_MONOMER,thymidine kinase,mature
2443,MG_035_MONOMER,histidyl-tRNA synthetase,mature
2444,MG_036_MONOMER,aspartyl-tRNA synthetase,mature
2445,MG_037_MONOMER,nicotinate phosphoribosyltransferase,mature
2446,MG_038_MONOMER,glycerol kinase,mature
2447,MG_039_MONOMER,"FAD-dependent glycerol-3-phosphate dehydrogenase, putative",mature
2448,MG_040_MONOMER,"Monosaccharide (riboside/galactoside) ABC transporter, substrate binding protein",mature
2449,MG_041_MONOMER,"PTS system, HPr",mature
2450,MG_042_MONOMER,"spermidine/putrescine (polyamine) ABC transporter, ATP-binding protein, putative",mature
2451,MG_043_MONOMER,"spermidine/putrescine (polyamine) ABC transporter, permease protein, putative",mature
2452,MG_044_MONOMER,"spermidine/putrescine (polyamine) ABC transporter, permease protein, putative",mature
2453,MG_045_MONOMER,"spermidine/putrescine (polyamine) ABC transporter, spermidine/putrescine binding protein, putative",mature
2454,MG_046_MONOMER,metalloendopeptidase,mature
2455,MG_047_MONOMER,S-adenosylmethionine synthetase,mature
2456,MG_048_MONOMER,signal recognition particle protein,mature
2457,MG_049_MONOMER,purine nucleoside phosphorylase,mature
2458,MG_050_MONOMER,deoxyribose-phosphate aldolase,mature
2459,MG_051_MONOMER,pyrimidine-nucleoside phosphorylase,mature
2460,MG_052_MONOMER,cytidine deaminase,mature
2461,MG_053_MONOMER,"phosphoglucomutase/phosphomannomutase, putative",mature
2462,MG_054_MONOMER,"transcription antitermination protein NusG, putative",mature
2463,MG_055_MONOMER,"preprotein translocase, SecE subunit",mature
2464,MG_473_MONOMER,ribosomal protein L33 type 2,mature
2465,MG_474_MONOMER,,mature
2466,MG_056_MONOMER,tetrapyrrole (corrin/porphyrin) methylase protein,mature
2467,MG_057_MONOMER,small primase-like protein,mature
2468,MG_058_MONOMER,ribose-phosphate pyrophosphokinase,mature
2469,MG_059_MONOMER,SsrA-binding protein,mature
2470,MG_060_MONOMER,glycosyl transferase,mature
2471,MG_061_MONOMER,Mycoplasma MFS transporter,mature
2472,MG_062_MONOMER,"PTS system, fructose-specific IIABC component",mature
2473,MG_063_MONOMER,"1-phosphofructokinase, putative",mature
2474,MG_064_MONOMER,"ABC transporter, permease protein, putative",mature
2475,MG_065_MONOMER,"ABC transporter, ATP-binding protein",mature
2476,MG_066_MONOMER,transketolase,mature
2477,MG_067_MONOMER,"lipoprotein, putative",mature
2478,MG_068_MONOMER,"lipoprotein, putative",mature
2479,MG_069_MONOMER,"PTS system, glucose-specific IIABC component",mature
2480,MG_070_MONOMER,ribosomal protein S2,mature
2481,MG_071_MONOMER,"ATPase, P-type (transporting), HAD superfamily, subfamily IC",mature
2482,MG_072_MONOMER,"preprotein translocase, SecA subunit",mature
2483,MG_073_MONOMER,"excinuclease ABC, B subunit",mature
2484,MG_074_MONOMER,,mature
2485,MG_075_MONOMER,116 kDa surface antigen,mature
2486,MG_076_MONOMER,,mature
2487,MG_077_MONOMER,"oligopeptide ABC transporter, permease protein",mature
2488,MG_078_MONOMER,"oligopeptide ABC transporter, permease protein",mature
2489,MG_079_MONOMER,"oligopeptide ABC transporter, ATP-binding protein",mature
2490,MG_080_MONOMER,"oligopeptide ABC transporter, ATP-binding protein",mature
2491,MG_081_MONOMER,ribosomal protein L11,mature
2492,MG_082_MONOMER,ribosomal protein L1,mature
2493,MG_083_MONOMER,peptidyl-tRNA hydrolase,mature
2494,MG_084_MONOMER,tRNA(Ile)-lysidine synthetase,mature
2495,MG_085_MONOMER,HPr(Ser) kinase/phosphatase,mature
2496,MG_086_MONOMER,prolipoprotein diacylglyceryl transferase,mature
2497,MG_087_MONOMER,ribosomal protein S12,mature
2498,MG_088_MONOMER,ribosomal protein S7,mature
2499,MG_089_MONOMER,translation elongation factor G,mature
2500,MG_090_MONOMER,ribosomal protein S6,mature
2501,MG_091_MONOMER,single-strand binding protein family,mature
2502,MG_092_MONOMER,ribosomal protein S18,mature
2503,MG_093_MONOMER,ribosomal protein L9,mature
2504,MG_094_MONOMER,replicative DNA helicase,mature
2505,MG_095_MONOMER,"lipoprotein, putative",mature
2506,MG_096_MONOMER,,mature
2507,MG_097_MONOMER,"uracil-DNA glycosylase, putative",mature
2508,MG_098_MONOMER,"glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, C subunit",mature
2509,MG_099_MONOMER,"glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, A subunit",mature
2510,MG_100_MONOMER,"glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase, B subunit",mature
2511,MG_101_MONOMER,Uncharacterized HTH-type transcriptional regulator,mature
2512,MG_102_MONOMER,thioredoxin-disulfide reductase,mature
2513,MG_103_MONOMER,,mature
2514,MG_476_MONOMER,"preprotein translocase, SecG subunit",mature
2515,MG_104_MONOMER,ribonuclease R,mature
2516,MG_105_MONOMER,putative DNA integrity scanning protein,mature
2517,MG_106_MONOMER,peptide deformylase,mature
2518,MG_107_MONOMER,guanylate kinase,mature
2519,MG_108_MONOMER,"Ser/Thr protein phosphatase 2C, putative",mature
2520,MG_109_MONOMER,"serine/threonine protein kinase, putative",mature
2521,MG_110_MONOMER,ribosome small subunit-dependent GTPase A,mature
2522,MG_111_MONOMER,glucose-6-phosphate isomerase,mature
2523,MG_112_MONOMER,ribulose-phosphate 3-epimerase,mature
2524,MG_113_MONOMER,asparaginyl-tRNA synthetase,mature
2525,MG_114_MONOMER,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,mature
2526,MG_115_MONOMER,competence/damage-inducible protein CinA domain protein,mature
2527,MG_116_MONOMER,,mature
2528,MG_117_MONOMER,,mature
2529,MG_118_MONOMER,UDP-glucose 4-epimerase,mature
2530,MG_119_MONOMER,"Monosaccharide (riboside/galactoside) ABC transporter, ATP-binding protein",mature
2531,MG_120_MONOMER,"Monosaccharide (riboside/galactoside) ABC transporter, permease protein",mature
2532,MG_121_MONOMER,"Monosaccharide (riboside/galactoside) ABC transporter, permease protein",mature
2533,MG_122_MONOMER,DNA topoisomerase I,mature
2534,MG_123_MONOMER,arginine deaminasse,mature
2535,MG_124_MONOMER,thioredoxin,mature
2536,MG_125_MONOMER,"Cof-like hydrolase, putative",mature
2537,MG_126_MONOMER,tryptophanyl-tRNA synthetase,mature
2538,MG_127_MONOMER,Spx subfamily protein,mature
2539,MG_128_MONOMER,"inorganic polyphosphate/ATP-NAD kinase, probable",mature
2540,MG_129_MONOMER,Putative phosphotransferase enzyme glucose-specific IIB component,mature
2541,MG_130_MONOMER,,mature
2542,MG_131_MONOMER,hypothetical protein,mature
2543,MG_132_MONOMER,purine nucleoside phosphoramidase,mature
2544,MG_133_MONOMER,"membrane protein, putative",mature
2545,MG_134_MONOMER,,mature
2546,MG_135_MONOMER,"membrane protein, putative",mature
2547,MG_136_MONOMER,lysyl-tRNA synthetase,mature
2548,MG_137_MONOMER,UDP-galactopyranose mutase,mature
2549,MG_138_MONOMER,Translation elongation factor 4,mature
2550,MG_139_MONOMER,ribonuclease J,mature
2551,MG_140_MONOMER,putative ATP-dependent helicase,mature
2552,MG_141_MONOMER,transcription termination factor NusA,mature
2553,MG_477_MONOMER,,mature
2554,MG_142_MONOMER,translation initiation factor IF-2,mature
2555,MG_143_MONOMER,ribosome-binding factor A,mature
2556,MG_144_MONOMER,,mature
2557,MG_145_MONOMER,riboflavin biosynthesis protein RibF,mature
2558,MG_146_MONOMER,UPF0053 protein,mature
2559,MG_147_MONOMER,"membrane protein, putative",mature
2560,MG_148_MONOMER,,mature
2561,MG_149_MONOMER,"lipoprotein, putative",mature
2562,MG_478_MONOMER,,mature
2563,MG_150_MONOMER,ribosomal protein S10,mature
2564,MG_151_MONOMER,ribosomal protein L3,mature
2565,MG_152_MONOMER,ribosomal protein L4/L1 family,mature
2566,MG_153_MONOMER,ribosomal protein L23,mature
2567,MG_154_MONOMER,ribosomal protein L2,mature
2568,MG_155_MONOMER,ribosomal protein S19,mature
2569,MG_156_MONOMER,ribosomal protein L22,mature
2570,MG_157_MONOMER,ribosomal protein S3,mature
2571,MG_158_MONOMER,ribosomal protein L16,mature
2572,MG_159_MONOMER,ribosomal protein L29,mature
2573,MG_160_MONOMER,ribosomal protein S17,mature
2574,MG_161_MONOMER,ribosomal protein L14,mature
2575,MG_162_MONOMER,ribosomal protein L24,mature
2576,MG_163_MONOMER,ribosomal protein L5,mature
2577,MG_164_MONOMER,ribosomal protein S14,mature
2578,MG_165_MONOMER,ribosomal protein S8,mature
2579,MG_166_MONOMER,ribosomal protein L6,mature
2580,MG_167_MONOMER,ribosomal protein L18,mature
2581,MG_168_MONOMER,ribosomal protein S5,mature
2582,MG_169_MONOMER,ribosomal protein L15,mature
2583,MG_170_MONOMER,"preprotein translocase, SecY subunit",mature
2584,MG_171_MONOMER,adenylate kinase,mature
2585,MG_172_MONOMER,"methionine aminopeptidase, type I",mature
2586,MG_173_MONOMER,translation initiation factor IF-1,mature
2587,MG_174_MONOMER,ribosomal protein L36,mature
2588,MG_175_MONOMER,ribosomal protein S13,mature
2589,MG_176_MONOMER,,mature
2590,MG_177_MONOMER,"DNA-directed RNA polymerase, alpha subunit",mature
2591,MG_178_MONOMER,ribosomal protein L17,mature
2592,MG_179_MONOMER,"metal ion (cobalt) ABC transporter, ATP-binding protein, putative",mature
2593,MG_180_MONOMER,"metal ion (cobalt) ABC transporter, ATP-binding protein, putative",mature
2594,MG_181_MONOMER,"metal ion (cobalt) ABC transporter, permease protein",mature
2595,MG_182_MONOMER,tRNA pseudouridine synthase A,mature
2596,MG_183_MONOMER,oligoendopeptidase F,mature
2597,MG_184_MONOMER,adenine-specific DNA modification methylase,mature
2598,MG_185_MONOMER,"lipoprotein, putative",mature
2599,MG_186_MONOMER,"Oligosaccharide or polyol ABC transporter, substrate binding protein",mature
2600,MG_187_MONOMER,"Oligosaccharide or polyol ABC transporter, ATP-binding protein",mature
2601,MG_188_MONOMER,"Oligosaccharide or polyol ABC transporter, permease protein",mature
2602,MG_189_MONOMER,"Oligosaccharide or polyol ABC transporter, permease protein",mature
2603,MG_190_MONOMER,phosphoesterase,mature
2604,MG_191_MONOMER,MgPa adhesin,mature
2605,MG_192_MONOMER,P110 protein,mature
2606,MG_194_MONOMER,"phenylalanyl-tRNA synthetase, alpha subunit",mature
2607,MG_195_MONOMER,"phenylalanyl-tRNA synthetase, beta subunit",mature
2608,MG_196_MONOMER,translation initiation factor IF-3,mature
2609,MG_197_MONOMER,ribosomal protein L35,mature
2610,MG_198_MONOMER,ribosomal protein L20,mature
2611,MG_199_MONOMER,"ribonuclease HIII, putative, frameshift",mature
2612,MG_200_MONOMER,DnaJ domain protein,mature
2613,MG_201_MONOMER,co-chaperone GrpE,mature
2614,MG_202_MONOMER,,mature
2615,MG_203_MONOMER,"DNA topoisomerase IV, B subunit",mature
2616,MG_204_MONOMER,"DNA topoisomerase IV, A subunit",mature
2617,MG_205_MONOMER,"heat-inducible transcription repressor HrcA, putative",mature
2618,MG_206_MONOMER,"excinuclease ABC, C subunit",mature
2619,MG_207_MONOMER,Ser/Thr protein phosphatase 2A,mature
2620,MG_208_MONOMER,glycoprotease,mature
2621,MG_209_MONOMER,"23S rRNA pseudouridine synthase; U955, U2504, U2580",mature
2622,MG_210_MONOMER,"prolipoprotein signal peptidase, signal peptidase II",mature
2623,MG_480_MONOMER,,mature
2624,MG_481_MONOMER,30S ribosomal protein S21,mature
2625,MG_211_MONOMER,,mature
2626,MG_482_MONOMER,holo-(acyl-carrier-protein) synthase,mature
2627,MG_212_MONOMER,"1-acyl-sn-glycerol-3-phosphate acyltransferase, putative",mature
2628,MG_213_MONOMER,segregation and condensation protein A,mature
2629,MG_214_MONOMER,segregation and condensation protein B,mature
2630,MG_215_MONOMER,6-phosphofructokinase,mature
2631,MG_216_MONOMER,pyruvate kinase,mature
2632,MG_217_MONOMER,P65 adhesin,mature
2633,MG_218_MONOMER,high molecular weight cytadherence accessory protein 2,mature
2634,MG_491_MONOMER,,mature
2635,MG_219_MONOMER,,mature
2636,MG_220_MONOMER,,mature
2637,MG_221_MONOMER,mraZ protein,mature
2638,MG_222_MONOMER,S-adenosyl-methyltransferase MraW,mature
2639,MG_223_MONOMER,,mature
2640,MG_224_MONOMER,cell division protein FtsZ,mature
2641,MG_225_MONOMER,amino acid-polyamine-organocation (APC) permease,mature
2642,MG_226_MONOMER,amino acid-polyamine-organocation (APC) permease,mature
2643,MG_227_MONOMER,thymidylate synthase,mature
2644,MG_228_MONOMER,dihydrofolate reductase,mature
2645,MG_229_MONOMER,"ribonucleoside-diphosphate reductase, beta chain",mature
2646,MG_230_MONOMER,ribonucleotide reductase stimulatory protein,mature
2647,MG_231_MONOMER,"ribonucleoside-diphosphate reductase, alpha chain",mature
2648,MG_232_MONOMER,ribosomal protein L21,mature
2649,MG_233_MONOMER,,mature
2650,MG_234_MONOMER,ribosomal protein L27,mature
2651,MG_235_MONOMER,apurinic endonuclease,mature
2652,MG_236_MONOMER,ferric uptake repressor,mature
2653,MG_237_MONOMER,,mature
2654,MG_238_MONOMER,trigger factor,mature
2655,MG_239_MONOMER,ATP-dependent protease La,mature
2656,MG_240_MONOMER,nicotinamide-nucleotide adenylyltransferase/conserved hypothetical protein,mature
2657,MG_241_MONOMER,,mature
2658,MG_242_MONOMER,,mature
2659,MG_243_MONOMER,"conserved hypothetical protein, authentic frameshift",mature
2660,MG_244_MONOMER,3-5' helicase,mature
2661,MG_245_MONOMER,"5-formyltetrahydrofolate cyclo-ligase, putative",mature
2662,MG_246_MONOMER,Ser/Thr protein phosphatase 2A,mature
2663,MG_247_MONOMER,"membrane protein, putative",mature
2664,MG_248_MONOMER,,mature
2665,MG_249_MONOMER,RNA polymerase sigma factor RpoD,mature
2666,MG_250_MONOMER,DNA primase,mature
2667,MG_251_MONOMER,glycyl-tRNA synthetase,mature
2668,MG_252_MONOMER,23S rRNA methyltransferase; G2251,mature
2669,MG_253_MONOMER,cysteinyl-tRNA synthetase,mature
2670,MG_254_MONOMER,"DNA ligase, NAD-dependent",mature
2671,MG_255_MONOMER,,mature
2672,MG_494_MONOMER,,mature
2673,MG_256_MONOMER,,mature
2674,MG_257_MONOMER,ribosomal protein L31,mature
2675,MG_258_MONOMER,peptide chain release factor 1,mature
2676,MG_259_MONOMER,modification methylase,mature
2677,MG_260_MONOMER,"lipoprotein, putative",mature
2678,MG_261_MONOMER,"DNA polymerase III, alpha subunit",mature
2679,MG_262_MONOMER,"polI-like 5'-3' exonuclease, putative",mature
2680,MG_498_MONOMER,formamidopyrimidine-DNA glycosylase,mature
2681,MG_263_MONOMER,Cof-like hydrolase,mature
2682,MG_264_MONOMER,dephospho-CoA kinase,mature
2683,MG_265_MONOMER,sugar phosphatase,mature
2684,MG_266_MONOMER,leucyl-tRNA synthetase,mature
2685,MG_267_MONOMER,,mature
2686,MG_268_MONOMER,,mature
2687,MG_269_MONOMER,,mature
2688,MG_270_MONOMER,"lipoyltransferase/lipoate-protein ligase, putative",mature
2689,MG_271_MONOMER,dihydrolipoamide dehydrogenase,mature
2690,MG_272_MONOMER,dihydrolipoamide acetyltransferase,mature
2691,MG_273_MONOMER,"pyruvate dehydrogenase component E1, beta subunit",mature
2692,MG_274_MONOMER,"pyruvate dehydrogenase component E1, alpha subunit",mature
2693,MG_275_MONOMER,NADH oxidase,mature
2694,MG_276_MONOMER,adenine phosphoribosyltransferase,mature
2695,MG_277_MONOMER,Protein-export membrane protein secDF,mature
2696,MG_278_MONOMER,GTP diphosphokinase,mature
2697,MG_279_MONOMER,,mature
2698,MG_280_MONOMER,sensory rhodopsin II transducer motif,mature
2699,MG_281_MONOMER,,mature
2700,MG_282_MONOMER,transcription elongation factor GreA,mature
2701,MG_283_MONOMER,prolyl-tRNA synthetase,mature
2702,MG_284_MONOMER,,mature
2703,MG_285_MONOMER,,mature
2704,MG_286_MONOMER,,mature
2705,MG_287_MONOMER,acyl carrier protein,mature
2706,MG_288_MONOMER,protein L,mature
2707,MG_289_MONOMER,"phosphonate ABC transporter, substrate binding protein (P37), putative",mature
2708,MG_290_MONOMER,"phosphonate ABC transporter, ATP-binding protein, putative",mature
2709,MG_291_MONOMER,"phosphonate ABC transporter, permease protein (P69), putative",mature
2710,MG_505_MONOMER,putative holliday junction resolvase,mature
2711,MG_292_MONOMER,alanyl-tRNA synthetase,mature
2712,MG_293_MONOMER,glycerophosphoryl diester phosphodiesterase,mature
2713,MG_294_MONOMER,major facilitator superfamily (MFS) protein,mature
2714,MG_295_MONOMER,tRNA U34 sulfurtransferase,mature
2715,MG_296_MONOMER,,mature
2716,MG_297_MONOMER,signal recognition particle receptor,mature
2717,MG_298_MONOMER,chromosome segregation protein SMC,mature
2718,MG_299_MONOMER,phosphate acetyltransferase,mature
2719,MG_300_MONOMER,phosphoglycerate kinase,mature
2720,MG_301_MONOMER,"glyceraldehyde-3-phosphate dehydrogenase, type I",mature
2721,MG_302_MONOMER,"metal ion (cobalt) ABC transporter, permease protein, putative",mature
2722,MG_303_MONOMER,"metal ion (cobalt) ABC transporter, ATP-binding protein, putative",mature
2723,MG_304_MONOMER,"metal ion (cobalt) ABC transporter, ATP-binding protein, putative",mature
2724,MG_305_MONOMER,chaperone,mature
2725,MG_306_MONOMER,"membrane protein, putative",mature
2726,MG_307_MONOMER,"lipoprotein, putative",mature
2727,MG_308_MONOMER,ATP-dependent RNA helicase,mature
2728,MG_309_MONOMER,"lipoprotein, putative",mature
2729,MG_310_MONOMER,"hydrolase, Putative esterase/lipase 1",mature
2730,MG_311_MONOMER,ribosomal protein S4,mature
2731,MG_312_MONOMER,high molecular weight cytadherence accessory protein 1,mature
2732,MG_313_MONOMER,"membrane protein, putative",mature
2733,MG_314_MONOMER,,mature
2734,MG_315_MONOMER,"DNA polymerase III, delta subunit, putative",mature
2735,MG_316_MONOMER,DNA internalization-related competence protein ComEC/Rec2,mature
2736,MG_317_MONOMER,high molecular weight cytadherence accessory protein 3,mature
2737,MG_318_MONOMER,P32 adhesin,mature
2738,MG_319_MONOMER,,mature
2739,MG_320_MONOMER,"membrane protein, putative",mature
2740,MG_321_MONOMER,"oligopeptide ABC transporter, substrate binding protein",mature
2741,MG_322_MONOMER,potassium uptake protein,mature
2742,MG_323_MONOMER,potassium uptake protein,mature
2743,MG_515_MONOMER,,mature
2744,MG_324_MONOMER,aminopeptidase,mature
2745,MG_325_MONOMER,ribosomal protein L33,mature
2746,MG_326_MONOMER,degV family protein,mature
2747,MG_327_MONOMER,"hydrolase, Putative esterase/lipase 2",mature
2748,MG_328_MONOMER,coiled coil putative structural protein involved in cytoskeleton,mature
2749,MG_329_MONOMER,GTP-binding protein engA,mature
2750,MG_330_MONOMER,cytidylate kinase,mature
2751,MG_331_MONOMER,,mature
2752,MG_332_MONOMER,,mature
2753,MG_333_MONOMER,"FMN-dependent NADH-azoreductase, putative",mature
2754,MG_334_MONOMER,valyl-tRNA synthetase,mature
