Index,ID,Name,Type
809,DNA_POLYMERASE_CORE_BETA_CLAMP_PRIMASE,"DNA polymerase core, &beta;-clamp, and primase",misfolded
810,DNA_POLYMERASE_GAMMA_COMPLEX,DNA-directed DNA polymerase gamma complex,misfolded
811,DNA_POLYMERASE_HOLOENZYME,DNA-directed DNA polymerase holoenzyme,misfolded
812,MG_0001_048,signal recognition particle,misfolded
813,MG_0003_465,ribonuclease P,misfolded
814,MG_001_DIMER,"DNA polymerase III, beta clamp",misfolded
815,MG_005_DIMER,seryl-tRNA synthetase,misfolded
816,MG_006_DIMER,thymidylate kinase,misfolded
817,MG_008_379_TETRAMER,tRNA uridine 5-carboxymethylaminomethyl modification enzyme,misfolded
818,MG_013_DIMER,methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase,misfolded
819,MG_014_015_DIMER,multidrug ABC transporter,misfolded
820,MG_019_DIMER,chaperone protein DnaJ,misfolded
821,MG_021_DIMER,methionyl-tRNA synthetase,misfolded
822,MG_023_DIMER,"fructose-1,6-bisphosphate aldolase, class II",misfolded
823,MG_029_DIMER,DJ-1/PfpI family protein,misfolded
824,MG_030_TRIMER,uracil phosphoribosyltransferase,misfolded
825,MG_033_TETRAMER,glycerol uptake facilitator,misfolded
826,MG_034_DIMER,thymidine kinase,misfolded
827,MG_035_DIMER,histidyl-tRNA synthetase,misfolded
828,MG_036_DIMER,aspartyl-tRNA synthetase,misfolded
829,MG_038_TETRAMER,glycerol kinase,misfolded
830,MG_039_DIMER,"FAD-dependent glycerol-3-phosphate dehydrogenase, putative",misfolded
831,MG_040_119_120_121_PENTAMER,Monosaccharide (riboside/galactoside) ABC transporter,misfolded
832,MG_041_062_429_PENTAMER,"PTS system, fructose-specific",misfolded
833,MG_041_069_429_PENTAMER,"PTS system, glucose-specific",misfolded
834,MG_042_043_044_045_PENTAMER,spermidine/putrescine (polyamine) ABC transporter,misfolded
835,MG_046_DIMER,metalloendopeptidase,misfolded
836,MG_047_TETRAMER,S-adenosylmethionine synthetase,misfolded
837,MG_049_HEXAMER,purine nucleoside phosphorylase,misfolded
838,MG_051_DIMER,pyrimidine-nucleoside phosphorylase,misfolded
839,MG_052_DIMER,cytidine deaminase,misfolded
840,MG_053_TRIMER,"phosphoglucomutase/phosphomannomutase, putative",misfolded
841,MG_055_170_277_464_476_20MER,preprotein translocase,misfolded
842,MG_058_HEXAMER,ribose-phosphate pyrophosphokinase,misfolded
843,MG_063_DIMER,"1-phosphofructokinase, putative",misfolded
844,MG_064_065_TETRAMER,ABC transporter,misfolded
845,MG_066_DIMER,transketolase,misfolded
846,MG_072_DIMER,"preprotein translocase, SecA subunit",misfolded
847,MG_073_206_421_TETRAMER,DNA incision complex,misfolded
848,MG_077_078_079_080_321_PENTAMER,oligopeptide ABC transporter,misfolded
849,MG_084_TETRAMER,tRNA(Ile)-lysidine synthetase,misfolded
850,MG_085_HEXAMER,HPr(Ser) kinase/phosphatase,misfolded
851,MG_089_DIMER,translation elongation factor G,misfolded
852,MG_091_OCTAMER,"single-strand binding protein family, octamer",misfolded
853,MG_091_TETRAMER,"single-strand binding protein family, tetramer",misfolded
854,MG_094_HEXAMER,replicative DNA helicase,misfolded
855,MG_098_099_100_TRIMER,glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase,misfolded
856,MG_102_DIMER,thioredoxin-disulfide reductase,misfolded
857,MG_102_DIMER_ox,oxidized thioredoxin-disulfide reductase,misfolded
858,MG_105_OCTAMER,putative DNA integrity scanning protein,misfolded
859,MG_106_DIMER,peptide deformylase,misfolded
860,MG_107_DIMER,guanylate kinase,misfolded
861,MG_109_DIMER,"serine/threonine protein kinase, putative",misfolded
862,MG_111_DIMER,glucose-6-phosphate isomerase,misfolded
863,MG_112_DIMER,ribulose-phosphate 3-epimerase,misfolded
864,MG_113_DIMER,asparaginyl-tRNA synthetase,misfolded
865,MG_114_DIMER,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,misfolded
866,MG_118_DIMER,UDP-glucose 4-epimerase,misfolded
867,MG_123_DIMER,arginine deaminase,misfolded
868,MG_124_MONOMER_ox,oxidized thioredoxin,misfolded
869,MG_126_DIMER,tryptophanyl-tRNA synthetase,misfolded
870,MG_127_MONOMER_ox,oxidized Spx subfamily protein,misfolded
871,MG_128_HEXAMER,"inorganic polyphosphate/ATP-NAD kinase, probable",misfolded
872,MG_132_DIMER,purine nucleoside phosphoramidase,misfolded
873,MG_136_DIMER,lysyl-tRNA synthetase,misfolded
874,MG_137_DIMER,UDP-galactopyranose mutase,misfolded
875,MG_139_DIMER,ribonuclease J,misfolded
876,MG_179_180_181_TETRAMER,metal ion (cobalt) ABC transporter,misfolded
877,MG_182_DIMER,Pseudouridylate synthase,misfolded
878,MG_184_DIMER,adenine-specific DNA modification methylase,misfolded
879,MG_186_187_188_189_PENTAMER,Oligosaccharide or polyol ABC transporter,misfolded
880,MG_194_195_TETRAMER,phenylalanyl-tRNA synthetase,misfolded
881,MG_201_DIMER,co-chaperone GrpE,misfolded
882,MG_203_204_TETRAMER,topoisomerase IV,misfolded
883,MG_205_DIMER,"heat-inducible transcription repressor HrcA, putative",misfolded
884,MG_208_DIMER,glycoprotease family protein,misfolded
885,MG_213_214_298_6MER,chromosome segregation protein SMC,misfolded
886,MG_213_214_298_6MER_ADP,Chromosome Segregation Protein SMC with SCP Proteins-ADP,misfolded
887,MG_215_TETRAMER,6-phosphofructokinase,misfolded
888,MG_216_TETRAMER,pyruvate kinase,misfolded
889,MG_221_OCTAMER,mraZ protein,misfolded
890,MG_224_2MER_GTP,cell division protein ftsZ activated 2mer,misfolded
891,MG_224_3MER_GTP,cell division protein ftsZ activated 3mer,misfolded
892,MG_224_4MER_GTP,cell division protein ftsZ activated 4mer,misfolded
893,MG_224_5MER_GTP,cell division protein ftsZ activated 5mer,misfolded
894,MG_224_6MER_GTP,cell division protein ftsZ activated 6mer,misfolded
895,MG_224_7MER_GTP,cell division protein ftsZ activated 7mer,misfolded
896,MG_224_8MER_GTP,cell division protein ftsZ activated 8mer,misfolded
897,MG_224_9MER_GDP,cell division protein ftsZ deactivated 9mer,misfolded
898,MG_224_9MER_GTP,cell division protein ftsZ activated 9mer,misfolded
899,MG_224_MONOMER_GDP,cell division protein ftsZ hydrolysed,misfolded
900,MG_224_MONOMER_GTP,cell division protein ftsZ activated,misfolded
901,MG_225_DIMER,amino acid transporter,misfolded
902,MG_226_DIMER,amino acid transporter,misfolded
903,MG_227_DIMER,thymidylate synthase,misfolded
904,MG_228_TETRAMER,dihydrofolate reductase,misfolded
905,MG_229_231_TETRAMER,ribonucleoside-diphosphate reductase,misfolded
906,MG_229_231_TETRAMER_ox,oxidized ribonucleoside-diphosphate reductase,misfolded
907,MG_239_HEXAMER,ATP-dependent protease La,misfolded
908,MG_240_HEXAMER,nicotinamide-nucleotide adenylyltransferase/conserved hypothetical protein,misfolded
909,MG_244_DIMER,3-5' helicase,misfolded
910,MG_251_DIMER,glycyl-tRNA synthetase,misfolded
911,MG_252_DIMER,23S rRNA methyltransferase,misfolded
912,MG_259_TETRAMER,modification methylase,misfolded
913,MG_265_DIMER,sugar phosphatase,misfolded
914,MG_271_272_273_274_192MER,pyruvate dehydrogenase,misfolded
915,MG_271_272_273_274_192MER_ox,oxidized dihydrolipoamide dehydrogenase,misfolded
916,MG_275_TETRAMER,NADH oxidase,misfolded
917,MG_276_DIMER,adenine phosphoribosyltransferase,misfolded
918,MG_278_DIMER,GTP pyrophosphokinase,misfolded
919,MG_283_DIMER,prolyl-tRNA synthetase,misfolded
920,MG_287_MONOMER_ACP,holo acyl carrier protein,misfolded
921,MG_287_MONOMER_ddcaACP,Dodecanoyl-ACP (n-C12:0ACP),misfolded
922,MG_287_MONOMER_hdeACP,cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1),misfolded
923,MG_287_MONOMER_myrsACP,Myristoyl-ACP (n-C14:0ACP),misfolded
924,MG_287_MONOMER_ocdcaACP,Octadecanoyl-ACP (n-C18:0ACP),misfolded
925,MG_287_MONOMER_octeACP,cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),misfolded
926,MG_287_MONOMER_palmACP,Palmitoyl-ACP (n-C16:0ACP),misfolded
927,MG_287_MONOMER_tdeACP,cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),misfolded
928,MG_289_290_291_PENTAMER,phosphonate ABC transporter,misfolded
929,MG_292_TETRAMER,alanyl-tRNA synthetase,misfolded
930,MG_293_DIMER,glycerophosphoryl diester phosphodiesterase family protein,misfolded
931,MG_295_MONOMER_ox,oxidized tRNA U34 sulfurtransferase,misfolded
932,MG_299_DIMER,phosphate acetyltransferase,misfolded
933,MG_301_TETRAMER,"glyceraldehyde-3-phosphate dehydrogenase, type I",misfolded
934,MG_302_303_304_TETRAMER,metal ion (cobalt) ABC transporter,misfolded
935,MG_316_DIMER,DNA internalization-related competence protein ComEC/Rec2,misfolded
936,MG_322_323_TETRAMER,"potassium uptake protein, TrkH family, putative",misfolded
937,MG_333_DIMER,"FMN-dependent NADH-azoreductase, putative",misfolded
938,MG_336_DIMER,cysteine desulfurase,misfolded
939,MG_346_DIMER,23S rRNA methyltransferase,misfolded
940,MG_347_DIMER,tRNA (guanine-N(7)-)-methyltransferase,misfolded
941,MG_349_HEXAMER,Replication initiation/membrane attachment protein,misfolded
942,MG_351_HEXAMER,inorganic pyrophosphatase,misfolded
943,MG_352_DIMER,Holliday junction endonuclease,misfolded
944,MG_353_DIMER,"DNA-binding protein HU, putative",misfolded
945,MG_355_HEXAMER,"ATP-dependent Clp protease, ATPase subunit",misfolded
946,MG_357_DIMER,acetate kinase,misfolded
947,MG_358_359_10MER,Holliday junction DNA helicase,misfolded
948,MG_367_DIMER,ribonuclease III,misfolded
949,MG_368_DIMER,fatty acid/phospholipid synthesis protein PlsX,misfolded
950,MG_369_DIMER,DAK2 phosphatase domain protein,misfolded
951,MG_372_DIMER,thiamine biosynthesis/tRNA modification protein ThiI,misfolded
952,MG_375_DIMER,threonyl-tRNA synthetase,misfolded
953,MG_376_HEXAMER,,misfolded
954,MG_382_TETRAMER,uridine kinase,misfolded
955,MG_383_DIMER,"NH(3)-dependent NAD+ synthetase, putative",misfolded
956,MG_385_DIMER,glycerophosphoryl diester phosphodiesterase family protein,misfolded
957,MG_390_DIMER,"toxin ABC transporter, ATP-binding/permease protein",misfolded
958,MG_391_HEXAMER,cytosol aminopeptidase,misfolded
959,MG_392_393_21MER,GroEL-GroES chaperonin complex,misfolded
960,MG_394_TETRAMER,serine hydroxymethyltransferase,misfolded
961,MG_396_DIMER,ribose 5-phosphate isomerase B,misfolded
962,MG_398_399_400_401_402_403_404_405_22MER,H(+)-transporting two-sector ATPase,misfolded
963,MG_407_DIMER,enolase,misfolded
964,MG_409_DIMER,"phosphate transport system regulatory protein PhoU, putative",misfolded
965,MG_410_411_412_PENTAMER,phosphate ABC transporter,misfolded
966,MG_425_DIMER,ATP-dependent RNA helicase,misfolded
967,MG_427_DIMER,osmotically inducible peroxidase,misfolded
968,MG_427_DIMER_ox,oxidized osmotically inducible peroxidase,misfolded
969,MG_428_DIMER,"LuxR bacterial regulatory protein, putative",misfolded
970,MG_431_DIMER,triosephosphate isomerase,misfolded
971,MG_433_DIMER,translation elongation factor Ts,misfolded
972,MG_434_HEXAMER,uridylate kinase,misfolded
973,MG_437_DIMER,phosphatidate cytidylyltransferase,misfolded
974,MG_445_DIMER,tRNA (guanine-N1)-methyltransferase,misfolded
975,MG_451_DIMER,translation elongation factor Tu,misfolded
976,MG_453_TETRAMER,UTP-glucose-1-phosphate uridylyltransferase,misfolded
977,MG_454_DIMER,thiol-dependent peroxidase,misfolded
978,MG_454_DIMER_ox,oxidized thiol-dependent peroxidase,misfolded
979,MG_455_DIMER,tyrosyl-tRNA synthetase,misfolded
980,MG_457_HEXAMER,ATP-dependent metalloprotease FtsH,misfolded
981,MG_458_TETRAMER,hypoxanthine phosphoribosyltransferase,misfolded
982,MG_460_TETRAMER,L-lactate dehydrogenase/malate dehydrogenase,misfolded
983,MG_467_468_526_TETRAMER,salivaricin A ABC transporter,misfolded
984,MG_469_1MER_ADP,DnaA-ADP,misfolded
985,MG_469_1MER_ATP,DnaA-ATP,misfolded
986,MG_469_2MER_1ATP_ADP,DnaA 2mer-(1)ATP-(1)ADP,misfolded
987,MG_469_2MER_ATP,DnaA-ATP 2mer,misfolded
988,MG_469_3MER_2ATP_ADP,DnaA 3mer-(2)ATP-(1)ADP,misfolded
989,MG_469_3MER_ATP,DnaA-ATP 3mer,misfolded
990,MG_469_4MER_3ATP_ADP,DnaA 4mer-(3)ATP-(1)ADP,misfolded
991,MG_469_4MER_ATP,DnaA-ATP 4mer,misfolded
992,MG_469_5MER_4ATP_ADP,DnaA 5mer-(4)ATP-(1)ADP,misfolded
993,MG_469_5MER_ATP,DnaA-ATP 5mer,misfolded
994,MG_469_6MER_5ATP_ADP,DnaA 6mer-(5)ATP-(1)ADP,misfolded
995,MG_469_6MER_ATP,DnaA-ATP 6mer,misfolded
996,MG_469_7MER_6ATP_ADP,DnaA 7mer-(6)ATP-(1)ADP,misfolded
997,MG_469_7MER_ATP,DnaA-ATP 7mer,misfolded
998,MG_482_DIMER,holo-(acyl-carrier-protein) synthase,misfolded
999,REPLISOME,Replisome,misfolded
1000,RIBOSOME_30S,30S ribosomal subunit,misfolded
1001,RIBOSOME_30S_IF3,30S ribosomal subunit - translation initiation factor IF-3 complex,misfolded
1002,RIBOSOME_50S,50S ribosomal subunit,misfolded
1003,RIBOSOME_70S,70S ribosome,misfolded
1004,RNA_POLYMERASE,DNA-directed RNA polymerase,misfolded
1005,RNA_POLYMERASE_HOLOENZYME,DNA-directed RNA polymerase holoenzyme,misfolded
1006,DNA_GYRASE,DNA gyrase,damaged
1007,DNA_POLYMERASE_2CORE_BETA_CLAMP_GAMMA_COMPLEX_PRIMASE,"DNA polymerase (2) core, Î²-clamp, Î³-complex, and primase",damaged
1008,DNA_POLYMERASE_CORE,DNA-directed DNA polymerase,damaged
1009,DNA_POLYMERASE_CORE_BETA_CLAMP_GAMMA_COMPLEX,"DNA polymerase core, &beta;-clamp, and &gamma;-complex",damaged
1010,DNA_POLYMERASE_CORE_BETA_CLAMP_PRIMASE,"DNA polymerase core, &beta;-clamp, and primase",damaged
1011,DNA_POLYMERASE_GAMMA_COMPLEX,DNA-directed DNA polymerase gamma complex,damaged
1012,DNA_POLYMERASE_HOLOENZYME,DNA-directed DNA polymerase holoenzyme,damaged
1013,MG_0001_048,signal recognition particle,damaged
1014,MG_0003_465,ribonuclease P,damaged
1015,MG_001_DIMER,"DNA polymerase III, beta clamp",damaged
1016,MG_005_DIMER,seryl-tRNA synthetase,damaged
1017,MG_006_DIMER,thymidylate kinase,damaged
1018,MG_008_379_TETRAMER,tRNA uridine 5-carboxymethylaminomethyl modification enzyme,damaged
1019,MG_013_DIMER,methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase,damaged
1020,MG_014_015_DIMER,multidrug ABC transporter,damaged
1021,MG_019_DIMER,chaperone protein DnaJ,damaged
1022,MG_021_DIMER,methionyl-tRNA synthetase,damaged
1023,MG_023_DIMER,"fructose-1,6-bisphosphate aldolase, class II",damaged
1024,MG_029_DIMER,DJ-1/PfpI family protein,damaged
1025,MG_030_TRIMER,uracil phosphoribosyltransferase,damaged
1026,MG_033_TETRAMER,glycerol uptake facilitator,damaged
1027,MG_034_DIMER,thymidine kinase,damaged
1028,MG_035_DIMER,histidyl-tRNA synthetase,damaged
1029,MG_036_DIMER,aspartyl-tRNA synthetase,damaged
1030,MG_038_TETRAMER,glycerol kinase,damaged
1031,MG_039_DIMER,"FAD-dependent glycerol-3-phosphate dehydrogenase, putative",damaged
1032,MG_040_119_120_121_PENTAMER,Monosaccharide (riboside/galactoside) ABC transporter,damaged
1033,MG_041_062_429_PENTAMER,"PTS system, fructose-specific",damaged
1034,MG_041_069_429_PENTAMER,"PTS system, glucose-specific",damaged
1035,MG_042_043_044_045_PENTAMER,spermidine/putrescine (polyamine) ABC transporter,damaged
1036,MG_046_DIMER,metalloendopeptidase,damaged
1037,MG_047_TETRAMER,S-adenosylmethionine synthetase,damaged
1038,MG_049_HEXAMER,purine nucleoside phosphorylase,damaged
1039,MG_051_DIMER,pyrimidine-nucleoside phosphorylase,damaged
1040,MG_052_DIMER,cytidine deaminase,damaged
1041,MG_053_TRIMER,"phosphoglucomutase/phosphomannomutase, putative",damaged
1042,MG_055_170_277_464_476_20MER,preprotein translocase,damaged
1043,MG_058_HEXAMER,ribose-phosphate pyrophosphokinase,damaged
1044,MG_063_DIMER,"1-phosphofructokinase, putative",damaged
1045,MG_064_065_TETRAMER,ABC transporter,damaged
1046,MG_066_DIMER,transketolase,damaged
1047,MG_072_DIMER,"preprotein translocase, SecA subunit",damaged
1048,MG_073_206_421_TETRAMER,DNA incision complex,damaged
1049,MG_077_078_079_080_321_PENTAMER,oligopeptide ABC transporter,damaged
1050,MG_084_TETRAMER,tRNA(Ile)-lysidine synthetase,damaged
1051,MG_085_HEXAMER,HPr(Ser) kinase/phosphatase,damaged
1052,MG_089_DIMER,translation elongation factor G,damaged
1053,MG_091_OCTAMER,"single-strand binding protein family, octamer",damaged
1054,MG_091_TETRAMER,"single-strand binding protein family, tetramer",damaged
1055,MG_094_HEXAMER,replicative DNA helicase,damaged
1056,MG_098_099_100_TRIMER,glutamyl-tRNA(Gln) and/or aspartyl-tRNA(Asn) amidotransferase,damaged
1057,MG_102_DIMER,thioredoxin-disulfide reductase,damaged
1058,MG_102_DIMER_ox,oxidized thioredoxin-disulfide reductase,damaged
1059,MG_105_OCTAMER,putative DNA integrity scanning protein,damaged
1060,MG_106_DIMER,peptide deformylase,damaged
1061,MG_107_DIMER,guanylate kinase,damaged
1062,MG_109_DIMER,"serine/threonine protein kinase, putative",damaged
1063,MG_111_DIMER,glucose-6-phosphate isomerase,damaged
1064,MG_112_DIMER,ribulose-phosphate 3-epimerase,damaged
1065,MG_113_DIMER,asparaginyl-tRNA synthetase,damaged
1066,MG_114_DIMER,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,damaged
1067,MG_118_DIMER,UDP-glucose 4-epimerase,damaged
1068,MG_123_DIMER,arginine deaminase,damaged
1069,MG_124_MONOMER_ox,oxidized thioredoxin,damaged
1070,MG_126_DIMER,tryptophanyl-tRNA synthetase,damaged
1071,MG_127_MONOMER_ox,oxidized Spx subfamily protein,damaged
1072,MG_128_HEXAMER,"inorganic polyphosphate/ATP-NAD kinase, probable",damaged
1073,MG_132_DIMER,purine nucleoside phosphoramidase,damaged
1074,MG_136_DIMER,lysyl-tRNA synthetase,damaged
1075,MG_137_DIMER,UDP-galactopyranose mutase,damaged
1076,MG_139_DIMER,ribonuclease J,damaged
1077,MG_179_180_181_TETRAMER,metal ion (cobalt) ABC transporter,damaged
1078,MG_182_DIMER,Pseudouridylate synthase,damaged
1079,MG_184_DIMER,adenine-specific DNA modification methylase,damaged
1080,MG_186_187_188_189_PENTAMER,Oligosaccharide or polyol ABC transporter,damaged
1081,MG_194_195_TETRAMER,phenylalanyl-tRNA synthetase,damaged
1082,MG_201_DIMER,co-chaperone GrpE,damaged
1083,MG_203_204_TETRAMER,topoisomerase IV,damaged
1084,MG_205_DIMER,"heat-inducible transcription repressor HrcA, putative",damaged
1085,MG_208_DIMER,glycoprotease family protein,damaged
1086,MG_213_214_298_6MER,chromosome segregation protein SMC,damaged
1087,MG_213_214_298_6MER_ADP,Chromosome Segregation Protein SMC with SCP Proteins-ADP,damaged
1088,MG_215_TETRAMER,6-phosphofructokinase,damaged
1089,MG_216_TETRAMER,pyruvate kinase,damaged
1090,MG_221_OCTAMER,mraZ protein,damaged
1091,MG_224_2MER_GTP,cell division protein ftsZ activated 2mer,damaged
1092,MG_224_3MER_GTP,cell division protein ftsZ activated 3mer,damaged
1093,MG_224_4MER_GTP,cell division protein ftsZ activated 4mer,damaged
1094,MG_224_5MER_GTP,cell division protein ftsZ activated 5mer,damaged
1095,MG_224_6MER_GTP,cell division protein ftsZ activated 6mer,damaged
1096,MG_224_7MER_GTP,cell division protein ftsZ activated 7mer,damaged
1097,MG_224_8MER_GTP,cell division protein ftsZ activated 8mer,damaged
1098,MG_224_9MER_GDP,cell division protein ftsZ deactivated 9mer,damaged
1099,MG_224_9MER_GTP,cell division protein ftsZ activated 9mer,damaged
1100,MG_224_MONOMER_GDP,cell division protein ftsZ hydrolysed,damaged
1101,MG_224_MONOMER_GTP,cell division protein ftsZ activated,damaged
1102,MG_225_DIMER,amino acid transporter,damaged
1103,MG_226_DIMER,amino acid transporter,damaged
1104,MG_227_DIMER,thymidylate synthase,damaged
1105,MG_228_TETRAMER,dihydrofolate reductase,damaged
1106,MG_229_231_TETRAMER,ribonucleoside-diphosphate reductase,damaged
1107,MG_229_231_TETRAMER_ox,oxidized ribonucleoside-diphosphate reductase,damaged
1108,MG_239_HEXAMER,ATP-dependent protease La,damaged
1109,MG_240_HEXAMER,nicotinamide-nucleotide adenylyltransferase/conserved hypothetical protein,damaged
1110,MG_244_DIMER,3-5' helicase,damaged
1111,MG_251_DIMER,glycyl-tRNA synthetase,damaged
1112,MG_252_DIMER,23S rRNA methyltransferase,damaged
1113,MG_259_TETRAMER,modification methylase,damaged
1114,MG_265_DIMER,sugar phosphatase,damaged
1115,MG_271_272_273_274_192MER,pyruvate dehydrogenase,damaged
1116,MG_271_272_273_274_192MER_ox,oxidized dihydrolipoamide dehydrogenase,damaged
1117,MG_275_TETRAMER,NADH oxidase,damaged
1118,MG_276_DIMER,adenine phosphoribosyltransferase,damaged
1119,MG_278_DIMER,GTP pyrophosphokinase,damaged
1120,MG_283_DIMER,prolyl-tRNA synthetase,damaged
1121,MG_287_MONOMER_ACP,holo acyl carrier protein,damaged
1122,MG_287_MONOMER_ddcaACP,Dodecanoyl-ACP (n-C12:0ACP),damaged
1123,MG_287_MONOMER_hdeACP,cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1),damaged
1124,MG_287_MONOMER_myrsACP,Myristoyl-ACP (n-C14:0ACP),damaged
1125,MG_287_MONOMER_ocdcaACP,Octadecanoyl-ACP (n-C18:0ACP),damaged
1126,MG_287_MONOMER_octeACP,cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),damaged
1127,MG_287_MONOMER_palmACP,Palmitoyl-ACP (n-C16:0ACP),damaged
1128,MG_287_MONOMER_tdeACP,cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),damaged
1129,MG_289_290_291_PENTAMER,phosphonate ABC transporter,damaged
1130,MG_292_TETRAMER,alanyl-tRNA synthetase,damaged
1131,MG_293_DIMER,glycerophosphoryl diester phosphodiesterase family protein,damaged
1132,MG_295_MONOMER_ox,oxidized tRNA U34 sulfurtransferase,damaged
1133,MG_299_DIMER,phosphate acetyltransferase,damaged
1134,MG_301_TETRAMER,"glyceraldehyde-3-phosphate dehydrogenase, type I",damaged
1135,MG_302_303_304_TETRAMER,metal ion (cobalt) ABC transporter,damaged
1136,MG_316_DIMER,DNA internalization-related competence protein ComEC/Rec2,damaged
1137,MG_322_323_TETRAMER,"potassium uptake protein, TrkH family, putative",damaged
1138,MG_333_DIMER,"FMN-dependent NADH-azoreductase, putative",damaged
1139,MG_336_DIMER,cysteine desulfurase,damaged
1140,MG_346_DIMER,23S rRNA methyltransferase,damaged
1141,MG_347_DIMER,tRNA (guanine-N(7)-)-methyltransferase,damaged
1142,MG_349_HEXAMER,Replication initiation/membrane attachment protein,damaged
1143,MG_351_HEXAMER,inorganic pyrophosphatase,damaged
1144,MG_352_DIMER,Holliday junction endonuclease,damaged
1145,MG_353_DIMER,"DNA-binding protein HU, putative",damaged
1146,MG_355_HEXAMER,"ATP-dependent Clp protease, ATPase subunit",damaged
1147,MG_357_DIMER,acetate kinase,damaged
1148,MG_358_359_10MER,Holliday junction DNA helicase,damaged
1149,MG_367_DIMER,ribonuclease III,damaged
1150,MG_368_DIMER,fatty acid/phospholipid synthesis protein PlsX,damaged
1151,MG_369_DIMER,DAK2 phosphatase domain protein,damaged
1152,MG_372_DIMER,thiamine biosynthesis/tRNA modification protein ThiI,damaged
1153,MG_375_DIMER,threonyl-tRNA synthetase,damaged
1154,MG_376_HEXAMER,,damaged
1155,MG_382_TETRAMER,uridine kinase,damaged
1156,MG_383_DIMER,"NH(3)-dependent NAD+ synthetase, putative",damaged
1157,MG_385_DIMER,glycerophosphoryl diester phosphodiesterase family protein,damaged
1158,MG_390_DIMER,"toxin ABC transporter, ATP-binding/permease protein",damaged
1159,MG_391_HEXAMER,cytosol aminopeptidase,damaged
1160,MG_392_393_21MER,GroEL-GroES chaperonin complex,damaged
1161,MG_394_TETRAMER,serine hydroxymethyltransferase,damaged
1162,MG_396_DIMER,ribose 5-phosphate isomerase B,damaged
1163,MG_398_399_400_401_402_403_404_405_22MER,H(+)-transporting two-sector ATPase,damaged
1164,MG_407_DIMER,enolase,damaged
1165,MG_409_DIMER,"phosphate transport system regulatory protein PhoU, putative",damaged
1166,MG_410_411_412_PENTAMER,phosphate ABC transporter,damaged
1167,MG_425_DIMER,ATP-dependent RNA helicase,damaged
1168,MG_427_DIMER,osmotically inducible peroxidase,damaged
1169,MG_427_DIMER_ox,oxidized osmotically inducible peroxidase,damaged
1170,MG_428_DIMER,"LuxR bacterial regulatory protein, putative",damaged
1171,MG_431_DIMER,triosephosphate isomerase,damaged
1172,MG_433_DIMER,translation elongation factor Ts,damaged
1173,MG_434_HEXAMER,uridylate kinase,damaged
1174,MG_437_DIMER,phosphatidate cytidylyltransferase,damaged
1175,MG_445_DIMER,tRNA (guanine-N1)-methyltransferase,damaged
1176,MG_451_DIMER,translation elongation factor Tu,damaged
1177,MG_453_TETRAMER,UTP-glucose-1-phosphate uridylyltransferase,damaged
1178,MG_454_DIMER,thiol-dependent peroxidase,damaged
1179,MG_454_DIMER_ox,oxidized thiol-dependent peroxidase,damaged
1180,MG_455_DIMER,tyrosyl-tRNA synthetase,damaged
1181,MG_457_HEXAMER,ATP-dependent metalloprotease FtsH,damaged
1182,MG_458_TETRAMER,hypoxanthine phosphoribosyltransferase,damaged
1183,MG_460_TETRAMER,L-lactate dehydrogenase/malate dehydrogenase,damaged
1184,MG_467_468_526_TETRAMER,salivaricin A ABC transporter,damaged
1185,MG_469_1MER_ADP,DnaA-ADP,damaged
1186,MG_469_1MER_ATP,DnaA-ATP,damaged
1187,MG_469_2MER_1ATP_ADP,DnaA 2mer-(1)ATP-(1)ADP,damaged
1188,MG_469_2MER_ATP,DnaA-ATP 2mer,damaged
1189,MG_469_3MER_2ATP_ADP,DnaA 3mer-(2)ATP-(1)ADP,damaged
1190,MG_469_3MER_ATP,DnaA-ATP 3mer,damaged
1191,MG_469_4MER_3ATP_ADP,DnaA 4mer-(3)ATP-(1)ADP,damaged
1192,MG_469_4MER_ATP,DnaA-ATP 4mer,damaged
1193,MG_469_5MER_4ATP_ADP,DnaA 5mer-(4)ATP-(1)ADP,damaged
1194,MG_469_5MER_ATP,DnaA-ATP 5mer,damaged
1195,MG_469_6MER_5ATP_ADP,DnaA 6mer-(5)ATP-(1)ADP,damaged
1196,MG_469_6MER_ATP,DnaA-ATP 6mer,damaged
1197,MG_469_7MER_6ATP_ADP,DnaA 7mer-(6)ATP-(1)ADP,damaged
1198,MG_469_7MER_ATP,DnaA-ATP 7mer,damaged
1199,MG_482_DIMER,holo-(acyl-carrier-protein) synthase,damaged
1200,REPLISOME,Replisome,damaged
1201,RIBOSOME_30S,30S ribosomal subunit,damaged
